team,p_r32,p_r16,p_qf,p_sf,p_final,p_champion
Argentina,1.0,0.90217,0.72564,0.47941,0.32535,0.17841
Brazil,1.0,0.67677,0.59956,0.38849,0.24586,0.15818
Spain,1.0,0.79093,0.51009,0.3512,0.19725,0.12142
England,1.0,0.85125,0.56806,0.397,0.20732,0.09894
Colombia,1.0,0.77107,0.50233,0.25704,0.15365,0.07298
France,1.0,0.7613,0.44725,0.22698,0.12239,0.0678
Belgium,1.0,0.70305,0.53438,0.24955,0.11141,0.05828
Germany,1.0,0.82165,0.43775,0.20599,0.10353,0.05529
Portugal,1.0,0.61711,0.2843,0.17061,0.07945,0.04144
Netherlands,1.0,0.32323,0.25829,0.12297,0.05806,0.02861
Morocco,1.0,0.54104,0.30906,0.13188,0.0504,0.01684
Switzerland,1.0,0.55369,0.24292,0.09431,0.04549,0.01554
Mexico,1.0,0.56554,0.21379,0.11408,0.04008,0.01207
Ecuador,1.0,0.43446,0.17543,0.0977,0.03602,0.01126
Croatia,1.0,0.38289,0.13438,0.0654,0.02345,0.00998
Japan,1.0,0.45896,0.24223,0.09068,0.02911,0.00746
United States,1.0,0.60725,0.18558,0.06093,0.01967,0.0071
Sweden,1.0,0.44631,0.17582,0.05878,0.02551,0.00643
Norway,1.0,0.51381,0.23316,0.08335,0.02517,0.00612
Ivory Coast,1.0,0.48619,0.21555,0.07187,0.02062,0.0052
Senegal,1.0,0.29695,0.16461,0.0476,0.01299,0.00448
Egypt,1.0,0.4982,0.1222,0.04229,0.0159,0.00354
Australia,1.0,0.5018,0.11866,0.04125,0.01493,0.0034
Austria,1.0,0.20907,0.07123,0.02818,0.00769,0.00245
Algeria,1.0,0.39275,0.11543,0.02653,0.00569,0.00167
Paraguay,1.0,0.2387,0.07016,0.01749,0.00475,0.00146
Ghana,1.0,0.22893,0.07893,0.01989,0.00642,0.00138
South Africa,1.0,0.48981,0.07289,0.01514,0.00327,0.00084
Canada,1.0,0.51019,0.06926,0.01368,0.00262,0.00061
Bosnia and Herzegovina,1.0,0.17835,0.04484,0.00926,0.00192,0.00042
DR Congo,1.0,0.14875,0.04272,0.01344,0.00252,0.00027
Cape Verde,1.0,0.09783,0.0335,0.00703,0.00151,0.00013
Curaçao,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0
Iran,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Panama,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0
Scotland,0.0,0.0,0.0,0.0,0.0,0.0
South Korea,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0
Turkey,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0
