team,p_r32,p_r16,p_qf,p_sf,p_final,p_champion
Argentina,1.0,0.90253,0.72539,0.47984,0.32484,0.17987
Brazil,1.0,0.67583,0.59708,0.38578,0.2452,0.15833
Spain,1.0,0.78744,0.50083,0.34642,0.19171,0.1172
England,1.0,0.85428,0.57052,0.40111,0.20853,0.09932
France,1.0,0.76026,0.44878,0.22772,0.12599,0.0711
Colombia,1.0,0.75193,0.4751,0.24381,0.14391,0.06893
Belgium,1.0,0.7049,0.52714,0.25062,0.11283,0.05732
Germany,1.0,0.82386,0.43942,0.208,0.10586,0.05599
Portugal,1.0,0.64485,0.3234,0.18593,0.09162,0.04609
Netherlands,1.0,0.32417,0.25772,0.12211,0.05774,0.02835
Morocco,1.0,0.54513,0.31461,0.13536,0.05185,0.01689
Switzerland,1.0,0.54824,0.24002,0.09151,0.04394,0.01467
Ecuador,1.0,0.44704,0.18123,0.09961,0.03709,0.01205
Mexico,1.0,0.55296,0.20727,0.10722,0.0362,0.01058
Croatia,1.0,0.38088,0.13752,0.06657,0.02345,0.00948
Japan,1.0,0.45487,0.24213,0.08933,0.029,0.00798
Sweden,1.0,0.45176,0.17508,0.06021,0.02652,0.00784
United States,1.0,0.60706,0.1914,0.06322,0.01967,0.00702
Norway,1.0,0.51987,0.23662,0.08377,0.02469,0.0059
Ivory Coast,1.0,0.48013,0.20664,0.07104,0.02032,0.00478
Senegal,1.0,0.30246,0.16616,0.048,0.01283,0.00436
Egypt,1.0,0.49746,0.12457,0.04341,0.01599,0.0038
Australia,1.0,0.49518,0.11566,0.03903,0.01349,0.00313
Austria,1.0,0.21256,0.07142,0.02857,0.00791,0.00279
Paraguay,1.0,0.23974,0.06978,0.01802,0.00511,0.00159
Algeria,1.0,0.39294,0.11786,0.02717,0.00588,0.00137
Ghana,1.0,0.22234,0.07663,0.01883,0.00572,0.00107
South Africa,1.0,0.48791,0.07381,0.01493,0.00324,0.00074
Canada,1.0,0.51209,0.07139,0.01438,0.00286,0.00051
Bosnia and Herzegovina,1.0,0.17614,0.04202,0.00906,0.00208,0.00047
DR Congo,1.0,0.14572,0.04098,0.01256,0.00235,0.00036
Cape Verde,1.0,0.09747,0.03182,0.00686,0.00158,0.00012
Curaçao,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0
Iran,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Panama,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0
Scotland,0.0,0.0,0.0,0.0,0.0,0.0
South Korea,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0
Turkey,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0
