team,p_r32,p_r16,p_qf,p_sf,p_final,p_champion
Brazil,1.0,0.76835,0.65559,0.44946,0.28783,0.18487
Argentina,1.0,0.90156,0.7226,0.47787,0.28985,0.16745
Spain,1.0,0.78937,0.50505,0.35186,0.21223,0.12149
England,1.0,0.84791,0.56637,0.31624,0.16304,0.08028
France,1.0,0.75788,0.44425,0.2698,0.14609,0.07477
Colombia,1.0,0.75173,0.47707,0.24789,0.13049,0.06481
Germany,1.0,0.82015,0.43881,0.25506,0.12951,0.06161
Belgium,1.0,0.70147,0.5229,0.24427,0.12282,0.0575
Portugal,1.0,0.64358,0.32133,0.1858,0.09488,0.04532
Netherlands,1.0,0.51327,0.40788,0.19268,0.09139,0.03985
Morocco,1.0,0.44174,0.27904,0.11081,0.04126,0.01393
Switzerland,1.0,0.5549,0.24008,0.09183,0.0358,0.01292
Croatia,1.0,0.38198,0.1364,0.06695,0.02713,0.01037
Ecuador,1.0,0.43784,0.17781,0.0738,0.02717,0.00958
Mexico,1.0,0.56216,0.21322,0.08286,0.02896,0.00918
United States,1.0,0.60874,0.19107,0.06282,0.02178,0.00672
Sweden,1.0,0.4451,0.17229,0.05732,0.01983,0.00579
Japan,1.0,0.27664,0.14731,0.05465,0.0169,0.00481
Senegal,1.0,0.30612,0.16848,0.04875,0.0156,0.00467
Norway,1.0,0.5073,0.15134,0.0532,0.01607,0.00424
Ivory Coast,1.0,0.4927,0.14353,0.04962,0.01447,0.00368
Egypt,1.0,0.50148,0.12759,0.04468,0.01326,0.00339
Australia,1.0,0.49093,0.11485,0.03754,0.01074,0.00267
Austria,1.0,0.21063,0.07114,0.02838,0.00905,0.00253
Paraguay,1.0,0.24212,0.07304,0.02583,0.00721,0.00219
Algeria,1.0,0.39126,0.12004,0.0278,0.00696,0.00159
South Africa,1.0,0.48607,0.10694,0.02224,0.00474,0.00109
Ghana,1.0,0.22271,0.07664,0.01933,0.00478,0.00093
Canada,1.0,0.51393,0.10837,0.02159,0.00435,0.00088
Bosnia and Herzegovina,1.0,0.17985,0.0439,0.01283,0.00265,0.00045
DR Congo,1.0,0.15209,0.0426,0.00933,0.00182,0.00027
Cape Verde,1.0,0.09844,0.03247,0.00691,0.00134,0.00017
Curaçao,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0
Iran,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0
Panama,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0
Scotland,0.0,0.0,0.0,0.0,0.0,0.0
South Korea,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0
Turkey,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0
